znamka,model,generacija,verzija,višina,širina,dolžina,teža
Mercedes Benz,GLC Coupé,GLC Coupe (C253 2020),220 d 4MATIC,160.0,189.0,473.1,1745

Mercedes Benz,GLC Coupé,GLC Coupe (C253 2020),300 4MATIC,160.0,189.0,473.1,1725

Mercedes Benz,GLC Coupé,GLC Coupe (C253 2020),300 d 4MATIC,160.0,189.0,473.1,1775

Mercedes Benz,GLC Coupé,GLC Coupe (C253 2020),300 de 4MATIC,160.0,189.0,473.1,2035

Mercedes Benz,GLC Coupé,GLC Coupe (C253 2020),300 e 4MATIC,160.0,189.0,473.1,1940

Mercedes Benz,GLC Coupé,GLC Coupe (C253 2020),400 d 4MATIC,160.0,189.0,473.1,1830

Mercedes Benz,GLC Coupé,GLC Coupe (C253 2020),43 AMG 4MATIC,160.0,189.0,473.1,1775

Mercedes Benz,GLC Coupé,GLC Coupe (C253 2020),63 AMG 4MATIC+,160.0,189.0,473.1,1920

Mercedes Benz,GLC Coupé,GLC Coupe (C253 2020),63 S AMG 4MATIC+,160.0,189.0,473.1,1930

Mercedes Benz,GLE-Class,GLE (W166),250 d 4MATIC,184.0,193.5,481.9,

Mercedes Benz,GLE-Class,GLE (W166),250 d,184.0,193.5,481.9,

Mercedes Benz,GLE-Class,V167 GLE,300 d 4Matic,177.2,194.7,492.4,1965

Mercedes Benz,GLE Coupé,GLE Coupe (C292),350 d 4MATIC,173.1,200.3,490.0,2250

Mercedes Benz,GLE-Class,GLE (W166),350 d 4MATIC,184.0,193.5,481.9,

Mercedes Benz,GLE-Class,V167 GLE,350 de 4Matic,177.2,194.7,492.4,2555

Mercedes Benz,GLE-Class,V167 GLE,350e 4Matic,177.2,194.7,492.4,2505

Mercedes Benz,GLE Coupé,GLE Coupe (C292),400 4MATIC,173.1,200.3,490.0,

Mercedes Benz,GLE-Class,GLE (W166),400 4MATIC,184.0,193.5,481.9,

Mercedes Benz,GLE-Class,V167 GLE,400 d 4Matic,177.2,194.7,492.4,2165

Mercedes Benz,GLE Coupé,GLE Coupe (C292),43 AMG 4MATIC,170.0,200.3,490.0,2140

Mercedes Benz,GLE-Class,GLE (W166),43 AMG 4MATIC,179.6,193.5,481.9,2080

Mercedes Benz,GLE-Class,V167 GLE,450 4Matic,177.2,194.7,492.4,2020

Mercedes Benz,GLE Coupé,GLE Coupe (C292),450 AMG 4MATIC,173.1,200.3,490.0,

Mercedes Benz,GLE-Class,GLE (W166),450 AMG 4MATIC,176.2,192.6,481.6,2180

Mercedes Benz,GLE-Class,GLE (W166),500 4MATIC,184.0,193.5,481.9,

Mercedes Benz,GLE-Class,GLE (W166),500e 4MATIC,184.0,193.5,481.9,

Mercedes Benz,GLE-Class,V167 GLE,53 AMG 4Matic+,177.2,194.7,492.4,2205

Mercedes Benz,GLE-Class,V167 GLE,580 4Matic,177.2,194.7,492.4,2245

Mercedes Benz,GLE-Class,V167 GLE,63 AMG 4MATIC+,177.2,194.7,492.4,2315

Mercedes Benz,GLE Coupé,GLE Coupe (C292),63 AMG 4MATIC,173.1,200.3,490.0,

Mercedes Benz,GLE-Class,GLE (W166),63 AMG 4MATIC,184.0,193.5,481.9,

Mercedes Benz,GLE-Class,V167 GLE,63 AMG S 4MATIC+,177.2,194.7,492.4,2320

Mercedes Benz,GLE Coupé,GLE Coupe (C292),63 AMG S 4MATIC,173.1,200.3,490.0,

Mercedes Benz,GLE-Class,GLE (W166),63 AMG S 4MATIC,184.0,193.5,481.9,

Mercedes Benz,GLE Coupé,C167 GLE Coupe,300 e 4MATIC,177.2,194.7,492.4,2525

Mercedes Benz,GLE Coupé,C167 GLE Coupe,350 de 4MATIC,177.2,194.7,492.4,2590

Mercedes Benz,GLE Coupé,C167 GLE Coupe,400 d 4MATIC,177.2,194.7,492.4,2195

Mercedes Benz,GLE Coupé,C167 GLE Coupe,53 AMG 4MATIC+,177.2,194.7,492.4,2225

Mercedes Benz,GLE Coupé,C167 GLE Coupe,63 AMG 4MATIC+,177.2,194.7,492.4,2340

Mercedes Benz,GLE Coupé,C167 GLE Coupe,63 AMG S 4MATIC+,177.2,194.7,492.4,2345

Mercedes Benz,GLK-Class,GLK (X204 2012),200 CDI BlueEFFICIENCY (20 alloys),166.9,184.0,453.6,1825

Mercedes Benz,GLK-Class,GLK (X204 2012),200 CDI BlueEFFICIENCY Auto (20 alloys),166.9,184.0,453.6,1845

Mercedes Benz,GLK-Class,GLK (X204 2012),200 CDI BlueEFFICIENCY Auto,166.9,184.0,453.6,1845

Mercedes Benz,GLK-Class,GLK (X204 2012),200 CDI BlueEFFICIENCY,166.9,184.0,453.6,1825

Mercedes Benz,GLK-Class,GLK (X204 2012),220 BlueTEC 4MATIC (20 alloys),166.9,184.0,453.6,1925

Mercedes Benz,GLK-Class,GLK (X204 2012),220 BlueTEC 4MATIC,166.9,184.0,453.6,1925

Mercedes Benz,GLK-Class,GLK (X204 2012),220 CDI 4MATIC BlueEFFICIENCY (20 alloys),166.9,184.0,453.6,1880

Mercedes Benz,GLK-Class,GLK (X204 2012),220 CDI 4MATIC BlueEFFICIENCY,166.9,184.0,453.6,1880

Mercedes Benz,GLK-Class,GLK (X204 2012),220 CDI BlueEFFICIENCY (20 alloys),166.9,184.0,453.6,1825

Mercedes Benz,GLK-Class,GLK (X204 2012),220 CDI BlueEFFICIENCY Auto (20 alloys),166.9,184.0,453.6,1845

Mercedes Benz,GLK-Class,GLK (X204 2012),220 CDI BlueEFFICIENCY Auto,166.9,184.0,453.6,1845

Mercedes Benz,GLK-Class,GLK (X204 2012),220 CDI BlueEFFICIENCY,166.9,184.0,453.6,1825

Mercedes Benz,GLK-Class,GLK (X204 2012),250 4MATIC BlueEFFICIENCY (20 alloys),166.9,184.0,453.6,1825

Mercedes Benz,GLK-Class,GLK (X204 2012),250 4MATIC BlueEFFICIENCY,166.9,184.0,453.6,1825

Mercedes Benz,GLK-Class,GLK (X204 2012),250 BlueTEC 4MATIC,166.9,184.0,453.6,1925

Mercedes Benz,GLK-Class,GLK (X204 2012),350 4MATIC BlueEFFICIENCY (20 alloys),166.9,184.0,453.6,1845

Mercedes Benz,GLK-Class,GLK (X204 2012),350 4MATIC BlueEFFICIENCY,166.9,184.0,453.6,1845

Mercedes Benz,GLK-Class,GLK (X204 2012),350 CDI 4MATIC BlueEFFICIENCY (20 alloys),166.9,184.0,453.6,1880

Mercedes Benz,GLK-Class,GLK (X204 2012),350 CDI 4MATIC BlueEFFICIENCY,166.9,184.0,453.6,1880

Mercedes Benz,GLS,GLS (W166),400 4MATIC,185.0,193.4,513.0,2435

Mercedes Benz,GLS,X167 GLS,400 d 4MATIC,182.3,195.6,533.5,2390

Mercedes Benz,GLS,X167 GLS,450 4MATIC,182.3,195.6,533.5,2360

Mercedes Benz,GLS,GLS (W166),500 4MATIC,185.0,193.4,513.0,2445

Mercedes Benz,GLS,X167 GLS,580 4MATIC,182.3,195.6,533.5,2445

Mercedes Benz,GLS,X167 GLS,600 4MATIC Maybach,182.3,195.6,533.5,2685

Mercedes Benz,GLS,X167 GLS,63 AMG 4MATIC+,182.3,195.6,533.5,2530

Mercedes Benz,GLS,GLS (W166),63 AMG 4MATIC,185.0,193.4,513.0,2580

Volkswagen,Gol 1,,1.2,137,160,379,750

Volkswagen,Gol 1,,BX,137,160,379,780

Volkswagen,Gol 1,,GT,137,160,379,930

Volkswagen,Gol 1,,S,137,160,379,850

Volkswagen,Gol 3,,1.0 Turbo,141.5,162.8,388.3,996

Ford,Granada,,2.0 V6,137.8,173.9,468.2,1270

Ford,Granada,,2.0,137.8,173.9,468.2,1205

Ford,Granada,,2.1 Diesel,138.0,174.0,463.0,

Ford,Granada,,2.3 V6,137.8,173.9,468.2,1295

Ford,Granada,,2.3,138.0,174.0,463.0,

Ford,Granada,,2.5 Diesel,137.8,173.9,468.2,1380

Ford,Granada,,2.8 Injection,137.8,173.9,468.2,1412

Ford,Granada,,2.8 V6,137.8,173.9,468.2,1417

Ford,Granada Mk I,,2.5 V6,137.2,179.1,457.2,1255

Ford,Granada Mk I,,2.6 V6,134.6,180.3,457.2,1261

Ford,Granada Mk I,,3.0 V6,137.2,179.1,457.2,1372

Maserati,GranCabrio,,Maserati GranCabrio,,,,2055

Maserati,GranCabrio 2018,,MC,138.0,191.5,492.0,2048

Maserati,GranCabrio,,Sport,135.3,191.5,488.1,2055

Jeep,Grand Cherokee,Grand Cherokee (WJ),2.7 CRD,180.0,186.0,461.0,1955

Jeep,Grand Cherokee,Grand Cherokee (WJ),3.1TD,176.0,186.0,461.0,1898

Jeep,Grand Cherokee,Grand Cherokee (WJ),4.0i,180.0,186.0,461.0,1781

Jeep,Grand Cherokee,Grand Cherokee (WJ),4.7i V8,184.0,184.0,461.0,1826

Jeep,Grand Cherokee,Grand Cherokee (WK),3.0 CRD,174.0,187.0,475.0,2110

Jeep,Grand Cherokee,Grand Cherokee (WK),3.7i V8,174.0,187.0,475.0,2035

Jeep,Grand Cherokee,Grand Cherokee (WK),4.7i v8,174.0,187.0,475.0,2110

Jeep,Grand Cherokee,Grand Cherokee (WK),5.7i HEMI V8,174.0,187.0,475.0,2150

Jeep,Grand Cherokee,Grand Cherokee (WK),SRT-8,174.0,187.0,475.0,2150

Jeep,Grand Cherokee,Grand Cherokee (WK2),3.0 V6 CRD Laredo 190HP ,178.1,194.3,482.2,2422

Jeep,Grand Cherokee,Grand Cherokee (WK2),3.0 V6 CRD Legend Class 190HP,178.1,194.3,482.2,2422

Jeep,Grand Cherokee,Grand Cherokee (WK2),3.0 V6 CRD Limited 190HP ,178.1,194.3,482.2,2422

Jeep,Grand Cherokee,Grand Cherokee (WK2),3.0 V6 CRD Limited 241HP ,178.1,194.3,482.2,2422

Jeep,Grand Cherokee,Grand Cherokee (WK2),3.0 V6 CRD Limited 250HP,176.1,194.3,482.8,2403

Jeep,Grand Cherokee,Grand Cherokee (WK2),3.0 V6 CRD Overland 241HP ,176.4,194.3,482.2,2422

Jeep,Grand Cherokee,Grand Cherokee (WK2),3.0 V6 CRD Overland 250HP,176.1,194.3,482.8,2403

Jeep,Grand Cherokee,Grand Cherokee (WK2),3.0 V6 CRD Summit 250HP,176.1,194.3,482.8,2403

Jeep,Grand Cherokee,Grand Cherokee (WK2),3.6 V6 Overland 286HP,176.1,194.3,482.8,2266

Jeep,Grand Cherokee,Grand Cherokee (WK2),3.6 V6 Overland,178.1,194.3,482.2,2341

Jeep,Grand Cherokee,Grand Cherokee (WK2),5.7 V8 HEMI Overland,176.4,194.3,482.2,2457

Jeep,Grand Cherokee,Grand Cherokee (WK2),6.4 V8 HEMI SRT8,175.6,195.4,484.6,2417

Jeep,Grand Cherokee,Grand Cherokee (ZJ),2.5 TD,165.0,176.0,450.0,1750

Jeep,Grand Cherokee,Grand Cherokee (ZJ),4.0i,165.0,176.0,450.0,1710

Jeep,Grand Cherokee,Grand Cherokee (ZJ),5.2i V8,165.0,176.0,450.0,1815

Jeep,Grand Cherokee,Grand Cherokee (ZJ),5.9i V8,165.0,180.0,450.0,1933

Daihatsu,Grand Move,,1.5i,160.0,164.0,406.0,965

Daihatsu,Grand Move,,1.6i,160.0,164.0,410.0,965

Hyundai,Grand Santa Fe,,2.2 CRDi 197HP 4x4 AT Style,169.5,188.5,491.5,1977

Ford,Tourneo Connect,Grand Tourneo Connect,1.6 Duratorq TDCi 75HP 7 seats Fuel Economy,184.0,183.5,481.8,1587

Ford,Tourneo Connect,Grand Tourneo Connect,1.6 Duratorq TDCi 75HP 7 seats,184.0,183.5,481.8,1587

Ford,Tourneo Connect,Grand Tourneo Connect,1.6 Duratorq TDCi 95HP 7 seats Fuel Economy,184.0,183.5,481.8,1587

Ford,Tourneo Connect,Grand Tourneo Connect,Titanium 1.6 TDCi 115HP 5 seats,184.5,183.5,481.8,

Ford,Tourneo Connect,Grand Tourneo Connect,Titanium 1.6 TDCi 115HP 7 seats,184.0,183.5,481.8,1596

Ford,Tourneo Connect,Grand Tourneo Connect,Titanium 1.6 TDCi 95HP 5 seats,184.5,183.5,481.8,

Ford,Tourneo Connect,Grand Tourneo Connect,Titanium 1.6 TDCi 95HP 7 seats,184.0,183.5,481.8,1587

Ford,Tourneo Connect,Grand Tourneo Connect,Trend 1.6 EcoBoost 150HP Auto 5 seats,184.5,183.5,481.8,

Ford,Tourneo Connect,Grand Tourneo Connect,Trend 1.6 EcoBoost 150HP Auto 7 seats,184.0,183.5,481.8,1598

Ford,Tourneo Connect,Grand Tourneo Connect,Trend 1.6 TDCi 115HP 5 seats,184.5,183.5,481.8,

Ford,Tourneo Connect,Grand Tourneo Connect,Trend 1.6 TDCi 115HP 7 seats,184.0,183.5,481.8,1596

Ford,Tourneo Connect,Grand Tourneo Connect,Trend 1.6 TDCi 95HP 5 seats,184.5,183.5,481.8,

Ford,Tourneo Connect,Grand Tourneo Connect,Trend 1.6 TDCi 95HP 7 seats,184.0,183.5,481.8,1587

Suzuki,Grand Vitara,Grand Vitara II,1.9 DDis,170.0,181.0,447.0,1565

Suzuki,Grand Vitara,Grand Vitara II,2.0 16v,170.0,181.0,447.0,1480

Suzuki,Grand Vitara,Grand Vitara,2.0 TD,174.0,178.0,420.0,1450

Suzuki,Grand Vitara,Grand Vitara,2.0 TDi 16v,174.0,178.0,420.0,1480

Suzuki,Grand Vitara,Grand Vitara,2.0 TDi,174.0,178.0,420.0,1450

Suzuki,Grand Vitara,Grand Vitara,2.0,174.0,178.0,420.0,1330

Suzuki,Grand Vitara,Grand Vitara,2.5 V6,174.0,178.0,420.0,1380

Suzuki,Grand Vitara,Grand Vitara II,2.7 V6,170.0,181.0,447.0,

Lancia,Grand Voyager,,2.8 CRD 163HP Gold Plus,175.0,199.8,521.8,2242

Lancia,Grand Voyager,,2.8 CRD 163HP Gold,175.0,199.8,521.8,2242

Lancia,Grand Voyager,,2.8 CRD 163HP Platinum,175.0,199.8,521.8,2242

Lancia,Grand Voyager,,2.8 CRD 163HP Silver,175.0,199.8,521.8,2242

Lancia,Grand Voyager,,2.8 CRD 178HP Family Class,175.0,199.8,521.8,2242

Lancia,Grand Voyager,,2.8 CRD 178HP Gold,175.0,199.8,521.8,2242

Lancia,Grand Voyager,,2.8 CRD 178HP Platinum,175.0,199.8,521.8,2242

Lancia,Grand Voyager,,2.8 CRD 178HP Silver,175.0,199.8,521.8,2242

Fiat,Punto,Grande Punto,1.2,149.0,168.7,403.0,1030

Fiat,Punto,Grande Punto,1.3 Multijet 16v 90,149.0,168.7,403.0,1145

Fiat,Punto,Grande Punto,1.3 Multijet 16v,149.0,168.7,403.0,1105

Fiat,Punto,Grande Punto,1.4 16v StarJet,149.0,168.7,403.0,1150

Fiat,Punto,Grande Punto,1.4,149.0,168.7,403.0,1115

Fiat,Punto,Grande Punto,1.9 Multijet 16v,149.0,168.7,403.0,1295

Fiat,Punto,Grande Punto,3p 1.2 8v 65HP Active,,,,1090

Fiat,Punto,Grande Punto,5p 1.2 8v 65HP Active,,,,

Fiat,Punto,Grande Punto,5p 1.3 8v Multijet 75HP Active,,,,1180

Fiat,Punto,Grande Punto,5p 1.4 8v 77HP Active,,,,1115

Hyundai,Grandeur IV,,2.2 CRDi VGT Aut.,,,,1792

Hyundai,Grandeur IV,,2.2 CRDi VGT,149.0,186.0,490.0,1692

Hyundai,Grandeur IV,,3.3i V6,149.0,186.0,490.0,1639

Mitsubishi,Grandis,,2.0 DI-D,165.5,179.5,476.5,1685

Mitsubishi,Grandis,,2.4 MIVEC,165.5,179.5,476.5,1620

Mitsubishi,Grandis,,Challenge 2.0 DI-D 136HP,,,,1785

Mitsubishi,Grandis,,Challenge 2.0 DI-D,,,,1785

Opel,Grandland,Grandland,1.2 Turbo 130HP Auto,160.9,185.6,447.7,1361

Opel,Grandland,Grandland,1.2 Turbo 130HP,160.9,185.6,447.7,1331

Opel,Grandland,Grandland,1.5 CDTI 130HP,160.9,185.6,447.7,1423

Opel,Grandland,Grandland,1.6 Turbo Hybrid 224HP,160.9,185.6,447.7,1707

Opel,Grandland,Grandland,1.6 Turbo Hybrid4 300HP,160.9,185.6,447.7,1776

Opel,Grandland,Grandland X,1.2 Turbo Auto,160.9,185.6,447.7,1293

Opel,Grandland,Grandland X,1.2 Turbo,160.9,185.6,447.7,1350

Opel,Grandland,Grandland X,1.5 CDTI 130HP Auto,160.9,185.6,447.7,1355

Opel,Grandland,Grandland X,1.5 CDTI 130HP,160.9,185.6,447.7,1335

Opel,Grandland,Grandland X,1.6 CDTI Auto,160.9,185.6,447.7,1433

Opel,Grandland,Grandland X,1.6 CDTI,160.9,185.6,447.7,1373

Opel,Grandland,Grandland X,1.6 Turbo 180HP,160.9,185.6,447.7,1400

Opel,Grandland,Grandland X,1.6 Turbo Hybrid,160.9,185.6,447.7,1700

Opel,Grandland,Grandland X,1.6 Turbo Hybrid4,160.9,185.6,447.7,1775

Opel,Grandland,Grandland X,2.0 CDTI 177HP,160.9,185.6,447.7,1475

Maserati,GranSport,,Maserati GranSport,129.5,182.2,452.3,1755

Maserati,GranSport,,Spyder,130.5,182.2,430.3,1805

Maserati,GranTurismo,,Maserati GranTurismo,,,,1955

Maserati,GranTurismo,,MC Stradale (4 seats),134.3,190.3,493.3,1800

Maserati,GranTurismo,,MC Stradale,134.3,191.5,493.3,1770

Maserati,GranTurismo 2018,,MC,135.3,191.5,492.0,1955

Maserati,GranTurismo,,S Automatica,,,,1955

Maserati,GranTurismo,,S,,,,1955

Maserati,GranTurismo 2018,,Sport,135.3,191.5,491.0,1955

Lexus,GS,GS IV,250 Drive,145.5,184.0,485.0,1720

Lexus,GS,GS IV,250 F Sport,145.5,184.0,485.0,1720

Lexus,GS,GS IV,250 Plus,145.5,184.0,485.0,1720

Lexus,GS,GS III,300 Luxury,,,,1695

Lexus,GS,GS III,300 Premium,,,,1695

Lexus,GS,GS III,300 President,,,,1695

Lexus,GS,GS III,300,143.0,182.0,482.5,1595

Lexus,GS,GS IV,300h Corporate,145.5,184.0,485.0,1735

Lexus,GS,GS IV,300h Eco,145.5,184.0,485.0,1730

Lexus,GS,GS IV,300h Executive,145.5,184.0,485.0,1735

Lexus,GS,GS IV,300h F Sport,145.5,184.0,485.0,1735

Lexus,GS,GS IV,300h Hybrid Drive,145.5,184.0,485.0,1735

Lexus,GS,GS IV,300h Hybrid ECO,145.5,184.0,485.0,1730

Lexus,GS,GS IV,300h Hybrid Plus,145.5,184.0,485.0,1735

Lexus,GS,GS IV,300h Hybrid,145.5,184.0,485.0,1735

Lexus,GS,GS IV,300h Luxury,145.5,184.0,485.0,1735

Lexus,GS,GS III,430,143.0,182.0,482.5,1670

Lexus,GS,GS IV,450h Executive,145.5,184.0,485.0,1895

Lexus,GS,GS IV,450h F Sport,145.5,184.0,485.0,1895

Lexus,GS,GS IV,450h Hybrid Drive,145.5,184.0,485.0,1895

Lexus,GS,GS IV,450h Hybrid Plus,145.5,184.0,485.0,1895

Lexus,GS,GS IV,450h Luxury,145.5,184.0,485.0,1895

Lexus,GS,GS III,450h,143.0,182.0,483.5,1865

Lexus,GS,GS III,460,,,,1810

Lexus,GS,GS 2016,F,144.0,184.5,491.5,1830

Lexus,GS,GS IV,GS F,144.0,184.5,491.5,1765

Citroen,GSA,,1130 Break,135.0,163.0,416.0,

Citroen,GSA,,1130,135.0,163.0,420.0,

Citroen,GSA,,1300 Break,135,162.6,416,920

Citroen,GSA,,1300 Special/Club/Pallas/X1/X3,135,162.6,418,920

Opel,GT,,Opel GT,127.4,181.3,410.0,1331

Opel,GT,,1900,122.5,158,411.3,940

Opel,GT,,2.0 Turbo,,,,1406

Ford,GT 40,,4.2,102.9,177.8,402.6,864

Ford,GT 40,,4.7 335hp,102.9,177.8,406.4,910

Ford,GT 40,,4.7 380hp,102.9,177.8,406.4,910

Ford,GT 40 Concept,,Ford GT 40 Concept,110.5,195.1,461.3,

BMW,GT Frua,,1600,128,155,405,950

Nissan,GT R,,2014,137.0,189.5,467.0,1815

Nissan,GT R,,Black Edition 550HP,137.0,189.5,467.0,1815

Nissan,GT R,,Black Edition,137.0,189.5,465.5,1815

Nissan,GT R,,Nismo 2014,137.0,189.5,467.0,1815

Nissan,GT R,,NISMO 2016,137.0,189.5,469.0,

Nissan,GT R,,Nismo,137.0,189.5,469.0,1725

Nissan,GT R,,Premium Edition,137.0,189.5,465.5,1740

Nissan,GT R,,Track Edition (NISMO),137.0,189.5,467.0,1815

Toyota,GT86,GT86 2012,2.0 Auto,128.5,177.5,424.0,1337

Toyota,GT86,GT86 2012,2.0,128.5,177.5,424.0,1314

Ford,GT90,,V12,114,196.3,447,1451

Alpine,GTA,,V6 GT,120.0,175.0,433.0,1140

Alpine,GTA,,V6 Le Mans,120.0,175.0,433.0,1210

Alpine,GTA,,V6 Turbo,120.0,175.0,433.0,1210

Ferrari,GTC4 Lusso,,Ferrari GTC4 Lusso,138.3,198.0,492.2,1790

Alfa Romeo,GTV,,1.8 TS,131.8,178,428.5,1325

Alfa Romeo,GTV,,2.0 JTS,131.8,177.6,429.9,1370

Alfa Romeo,GTV,,2.0 TS,132,178,429,1370

Alfa Romeo,GTV,,2.0 V6 TB,132,178,429,1430

Alfa Romeo,GTV,,3.0 V6 24v,131.8,178,428.5,1415

Alfa Romeo,GTV,,3.2 V6 24v,131.8,177.6,429.9,1445

Alfa Romeo,GTV6,,2.5 V6,133,166.4,426,1210

Alfa Romeo,GTV6,,3.0 V6,133.1,166.4,426,1118

Genesis,GV80,,2.5T AWD,171.5,197.6,494.5,2151

Genesis,GV80,,2.5T RWD,171.5,197.6,494.5,2044

Genesis,GV80,,3.0D AWD,171.5,197.6,494.5,2267

Genesis,GV80,,3.5T AWD,171.5,197.6,494.5,2226

Hyundai,H 1,,2.4i 4x4,200.0,184.0,480.0,1925

Hyundai,H 1,,2.4i,188.0,182.0,470.0,1765

Hyundai,H 1,,2.5 TD,188.0,182.0,470.0,1822

Hyundai,H 1,,2.5TD 4x4,200.0,184.0,480.0,1982

Suzuki,Hayabusa,,Sport Prototype,110,176,379,550

Dodge,Hemi,,8,142.7,187.7,472.4,1633

Chevrolet,HHR,,2.4 Aut.,158.8,175.5,447.5,1530

Chevrolet,HHR,,2.4,158.8,175.5,447.5,1530

Toyota,Highlander,,2.5 Hybrid AWD,175.5,193.0,496.6,1990

Lancia,HPE,,1600,130.8,165,428,1060

Lancia,HPE,,2000 iE,130.8,165,428,1135

Lancia,HPE,,2000 VX,130.8,165,428,1135

Lancia,HPE,,2000,131.0,165.0,428.0,1060

Honda,HR-V,HR-V 2015,1.5 i-VTEC 130HP Auto Elegance,160.5,177.2,429.4,

Honda,HR-V,HR-V 2015,1.5 i-VTEC 130HP Auto Executive,160.5,177.2,429.4,

Honda,HR-V,HR-V 2015,1.5 i-VTEC 130HP Comfort,160.5,177.2,429.4,

Honda,HR-V,HR-V 2015,1.5 i-VTEC 130HP Elegance,160.5,177.2,429.4,

Honda,HR-V,HR-V 2015,1.5 i-VTEC 130HP Executive,160.5,177.2,429.4,

Honda,HR-V,HR-V 2015,1.6 i-DTEC 120HP Comfort,160.5,177.2,429.4,

Honda,HR-V,HR-V 2015,1.6 i-DTEC 120HP Elegance,160.5,177.2,429.4,

Honda,HR-V,HR-V 2015,1.6 i-DTEC 120HP Executive,160.5,177.2,429.4,

Honda,HR-V,HR-V 3-Doors,1.6i 2WD,158.0,170.0,401.0,1080

Honda,HR-V,HR-V 3-Doors,1.6i 4WD VTEC,158.0,170.0,401.0,1160

Honda,HR-V,HR-V 3-Doors,1.6i 4WD,159.0,170.0,401.0,1135

Lexus,HS,,250h,150.6,178.6,469.4,1670

Lamborghini,Huracan,,LP 580-2 Spyder,118.0,192.4,445.9,

Lamborghini,Huracan,,LP 580-2,116.5,192.4,445.9,

Lamborghini,Huracan,,LP 610-4 Spyder,116.5,192.4,445.9,1551

Lamborghini,Huracan,,LP 610-4,116.5,192.4,445.9,1551

Lamborghini,Huracan,,LP610-4 Avio,116.5,192.4,445.9,1422

Lamborghini,Huracan,,Performante,116.5,192.4,450.6,

Citroen,C5,C5 Aircross,Hybrid 225,168.9,186.0,450.0,1755

Mitsubishi,i,,Mitsubishi i,151.4,150.5,351.6,790

Mitsubishi,i-MiEV,,Electric,161.0,147.5,347.5,1160

Jaguar,I-Pace,,EV320,156.5,201.1,468.2,2133

Jaguar,I-Pace,,EV400,156.5,201.1,468.2,2133

Mitsubishi,i,,T 4WD,160,147.5,339.5,970

Mitsubishi,i,,T,160,147.5,339.5,910

Mitsubishi,i,,Vivace 4WD,160,147.5,339.5,960

Mitsubishi,i,,Vivace,160,147.5,339.5,900

Hyundai,i10,i10 BA,1.0 66HP Auto,150.0,166.0,366.5,952

Hyundai,i10,i10 BA,1.0 66HP Blue Drive,150.0,166.0,366.5,933

Hyundai,i10,i10 BA,1.0 66HP ISG,150.0,166.0,366.5,933

Hyundai,i10,i10 BA,1.0 MPi 66HP BlueDrive Eco,150.0,166.0,366.5,1027

Hyundai,i10,i10 BA,1.0 MPi 66HP BlueDrive,150.0,166.0,366.5,1027

Hyundai,i10,i10 BA,1.0 MPi 66HP Essence Plus,150.0,166.0,366.5,1027

Hyundai,i10,i10 BA,1.0 MPi 66HP Essence,150.0,166.0,366.5,1027

Hyundai,i10,i10 BA,1.0 MPi 66HP SLE,150.0,166.0,366.5,1027

Hyundai,i10,i10 BA,1.0 MPi 66HP Tecno Plus,150.0,166.0,366.5,1027

Hyundai,i10,i10 BA,1.0 MPi 66HP Tecno,150.0,166.0,366.5,933

Hyundai,i10,i10 (LA),1.0 T-GDI N Line 5-seats,148.3,168.0,367.5,

Hyundai,i10,i10 (LA),1.0i 4-seats,148.3,168.0,367.5,939

Hyundai,i10,i10 (LA),1.0i 5-seats,148.3,168.0,367.5,939

Hyundai,i10,i10 (LA),1.0i Auto 5-seats,148.3,168.0,367.5,939

Hyundai,i10,i10 PA,1.1 Classic,,,,1000

Hyundai,i10,i10 PA,1.2 Comfort Aut.,,,,1035

Hyundai,i10,i10 PA,1.2 Comfort,,,,1005

Hyundai,i10,i10 BA,1.2 MPi 87HP Auto Go! Brasil,150.0,166.0,366.5,1036

Hyundai,i10,i10 BA,1.2 MPi 87HP Auto Style Plus,150.0,166.0,366.5,1036

Hyundai,i10,i10 BA,1.2 MPi 87HP Auto Style,150.0,166.0,366.5,961

Hyundai,i10,i10 BA,1.2 MPi 87HP Auto Tecno Plus,150.0,166.0,366.5,1036

Hyundai,i10,i10 BA,1.2 MPi 87HP Go! Brasil,150.0,166.0,366.5,1016

Hyundai,i10,i10 BA,1.2 MPi 87HP Go!,150.0,166.0,366.5,1016

Hyundai,i10,i10 BA,1.2 MPi 87HP Style Plus,150.0,166.0,366.5,1016

Hyundai,i10,i10 BA,1.2 MPi 87HP Style,150.0,166.0,366.5,941

Hyundai,i10,i10 BA,1.2 MPi 87HP Tecno Plus Auto,150.0,166.0,366.5,1036

Hyundai,i10,i10 BA,1.2 MPi 87HP Tecno Plus,150.0,166.0,366.5,1016

Hyundai,i10,i10 PA,1.2 Style Aut.,,,,1035

Hyundai,i10,i10 PA,1.2 Style,,,,1005

