znamka,model,generacija,verzija,prvo leto proizvodnje,gorivo,poravnava motorja,prostornina motorja,moč motorja,prisilno polnenje motorja,pospesevanje,max hitrost,navor,emisije,poraba

Audi,V8,,4.2,1991.0,Petrol,,4172.0,280.0,,6.8,249.0,400.0,,12.5

Aston Martin,V8 Vantage,,Coupe,2005.0,Petrol,,4280.0,380.0,,5.0,280.0,410.0,,

Aston Martin,V8 Vantage,,GT8 Sportshift II,2016.0,Petrol,,4735.0,446.0,,,306.0,490.0,300.0,

Aston Martin,V8 Vantage,,GT8,2016.0,Petrol,,4735.0,446.0,,,306.0,490.0,300.0,

Aston Martin,Valkyrie,,V12,2021.0,hybrid_petrol,,6500.0,1176.0,,,,900.0,,

Toyota,Vanguard,,240S,2007.0,Petrol,,2362.0,170.0,,,,,,

Toyota,Vanguard,,350S,2007.0,Petrol,,3456.0,280.0,,,,,,

Aston Martin,Vanquish II,,Coupe,2014.0,Petrol,,5935.0,576.0,,3.8,324.0,630.0,298.0,12.8

Aston Martin,Vanquish II,,S Coupe,2016.0,Petrol,,5935.0,600.0,,3.5,324.0,630.0,335.0,14.4

Aston Martin,Vanquish II,,S Volante,2016.0,Petrol,,5935.0,600.0,,3.5,324.0,630.0,335.0,14.4

Aston Martin,Vanquish,,S,2004.0,Petrol,,5935.0,520.0,,4.8,321.0,577.0,448.0,18.9

Aston Martin,Vanquish,,V12,2001.0,Petrol,,5935.0,457.0,,4.7,306.0,542.0,,16.5

Aston Martin,Vanquish II,,Volante,2014.0,Petrol,,5935.0,576.0,,4.0,317.0,630.0,298.0,12.8

Aston Martin,Vantage,Vantage 2019,AMR,2019.0,Petrol,,3982.0,510.0,,3.6,314.0,685.0,236.0,10.3

Aston Martin,Vantage,,S V12,2013.0,Petrol,,5935.0,573.0,,,330.0,620.0,300.0,

Aston Martin,Vantage,,V12 Roadster,2013.0,Petrol,,5935.0,517.0,,4.5,305.0,570.0,388.0,16.4

Aston Martin,Vantage,,V12 S Roadster,2014.0,Petrol,,5935.0,573.0,,3.9,323.0,620.0,343.0,14.7

Aston Martin,Vantage,,V12,2013.0,Petrol,,5935.0,517.0,,4.2,305.0,570.0,388.0,16.4

Aston Martin,Vantage,,V8 Roadster Sportshift,2013.0,Petrol,,4735.0,426.0,,4.9,290.0,470.0,295.0,12.6

Aston Martin,Vantage,,V8 Roadster,2013.0,Petrol,,4735.0,426.0,,4.9,290.0,470.0,321.0,13.8

Aston Martin,Vantage,,V8 S Roadster Sportshift,2013.0,Petrol,,4735.0,436.0,,,305.0,490.0,299.0,12.9

Aston Martin,Vantage,, V8 S Roadster,2011.0,Petrol,,4735.0,436.0,,,304.0,490.0,299.0,12.9

Aston Martin,Vantage,,V8 S Sportshift,2013.0,Petrol,,4735.0,436.0,,,305.0,490.0,299.0,12.9

Aston Martin,Vantage,,V8 S,2011.0,Petrol,,4735.0,436.0,,,304.0,490.0,299.0,12.9

Aston Martin,Vantage,,V8 Sportshift,2013.0,Petrol,,4735.0,426.0,,4.9,290.0,470.0,295.0,12.6

Aston Martin,Vantage,,V8,2013.0,Petrol,,4735.0,426.0,,4.9,290.0,470.0,321.0,13.8

Opel,Vectra,Vectra A,1.4,1988.0,Petrol,,1396.0,75.0,,14.5,176.0,108.0,,6.8

Opel,Vectra,Vectra B,1.6i 16v,2000.0,Petrol,,1598.0,100.0,,12.5,193.0,150.0,172.0,7.2

Opel,Vectra,Vectra B,1.6i,1999.0,Petrol,,1598.0,75.0,,15.5,175.0,128.0,177.0,7.4

Opel,Vectra,Vectra A,1.7 D,1992.0,Diesel,,1700.0,60.0,,20.5,152.0,105.0,,5.7

Opel,Vectra,Vectra A,1.7 TD '92,1992.0,Diesel,,1686.0,82.0,,14.5,176.0,168.0,,5.9

Opel,Vectra,Vectra B,1.7 TD,1995.0,Diesel,,1686.0,82.0,,15.5,175.0,168.0,,6.3

Opel,Vectra,Vectra C,1.8 16v,2005.0,Petrol,,1796.0,140.0,,10.7,210.0,175.0,173.0,7.2

Opel,Vectra,Vectra A,1.8 S 4x4,1989.0,Petrol,,1796.0,88.0,,12.5,182.0,143.0,,7.6

Opel,Vectra,Vectra A,1.8 S,1988.0,Petrol,,1796.0,88.0,,12.5,182.0,143.0,,7.6

Opel,Vectra,Vectra B,1.8i 16v,2000.0,Petrol,,1796.0,125.0,,10.5,208.0,170.0,187.0,7.8

Opel,Vectra,Vectra A,1.8i,1992.0,Petrol,,1796.0,90.0,,12.5,183.0,145.0,,7.6

Opel,Vectra,Vectra C,1.9 CDTi 100,2005.0,Diesel,,1910.0,101.0,,13.3,186.0,260.0,154.0,5.7

Opel,Vectra,Vectra C,1.9 CDTi 120,2004.0,Diesel,,1910.0,120.0,,11.5,200.0,280.0,154.0,5.7

Opel,Vectra,Vectra C,1.9 CDTi 150,2004.0,Diesel,,1910.0,150.0,,9.8,217.0,320.0,154.0,5.7

Opel,Vectra,Vectra B,2.0 Di 16v,1999.0,Diesel,,1994.0,82.0,,15.5,178.0,185.0,153.0,5.7

Opel,Vectra,Vectra B,2.0 DTi 16v,2000.0,Diesel,,1994.0,100.0,,13.0,195.0,230.0,154.0,5.7

Opel,Vectra,Vectra A,2.0i 16v GT,1992.0,Petrol,,1998.0,150.0,,8.5,220.0,196.0,,7.9

Opel,Vectra,Vectra B,2.0i 16v,1999.0,Petrol,,1998.0,136.0,,10.0,215.0,188.0,207.0,8.6

Opel,Vectra,Vectra A,2.0i 4x4,1992.0,Petrol,,1998.0,115.0,,11.0,192.0,170.0,,9.2

Opel,Vectra,Vectra A,2.0i Turbo 4x4,1993.0,Petrol,,1998.0,204.0,,6.8,240.0,280.0,,8.9

Opel,Vectra,Vectra A,2.0i,1992.0,Petrol,,1998.0,115.0,,10.5,198.0,170.0,,7.7

Opel,Vectra,Vectra C,2.2 16v DGi,2004.0,Petrol,,2198.0,155.0,,9.4,218.0,220.0,180.0,7.5

Opel,Vectra,Vectra B,2.2 DTi 16v,2000.0,Diesel,,2171.0,125.0,,10.5,207.0,270.0,176.0,6.5

Opel,Vectra,Vectra B,2.2i 16v,2000.0,Petrol,,2198.0,147.0,,9.5,218.0,203.0,202.0,8.4

Opel,Vectra,Vectra B,2.5i V6,1999.0,Petrol,,2498.0,170.0,,8.5,230.0,230.0,236.0,9.8

Opel,Vectra,Vectra B,2.6i V6,2000.0,Petrol,,2597.0,170.0,,8.5,230.0,250.0,233.0,9.7

Opel,Vectra,Vectra C,2.8 V6 Turbo,2005.0,Petrol,,2792.0,230.0,,7.3,250.0,330.0,247.0,10.3

Opel,Vectra,Vectra A,2000 4x4,1989.0,Petrol,,1998.0,150.0,,9.5,208.0,196.0,,8.9

Opel,Vectra,Vectra A,2000,1989.0,Petrol,,1998.0,150.0,,8.5,217.0,196.0,,7.7

Opel,Vectra,Vectra C,3.0 V6 CDTi,2004.0,Diesel,,2958.0,184.0,,8.9,230.0,400.0,186.0,6.9

Vauxhall,Vectra GTS,,1.8 16V,2002.0,Petrol,,1796.0,122.0,,11.2,205.0,167.0,,7.6

Vauxhall,Vectra GTS,,1.9 CDTI 16V Active Select,2002.0,Diesel,,1910.0,150.0,,10.0,210.0,315.0,,6.9

Vauxhall,Vectra GTS,,1.9 CDTI 16V,2002.0,Diesel,,1910.0,150.0,,9.8,217.0,315.0,,5.9

Vauxhall,Vectra GTS,,1.9 CDTI 8V,2002.0,Diesel,,1910.0,120.0,,11.5,200.0,280.0,,5.7

Vauxhall,Vectra GTS,,2.0 DTi 100HP,2002.0,Diesel,,1995.0,101.0,,13.0,192.0,230.0,,5.9

Vauxhall,Vectra GTS,,2.0 Turbo,2002.0,Petrol,,1998.0,175.0,,9.1,230.0,265.0,,8.9

Vauxhall,Vectra GTS,,2.2 16V Active Select,2002.0,Petrol,,2198.0,147.0,,10.8,210.0,203.0,,9.4

Vauxhall,Vectra GTS,,2.2 16V,2002.0,Petrol,,2198.0,147.0,,10.2,216.0,203.0,,8.6

Vauxhall,Vectra GTS,,2.2 DTi 16V Active Select,2002.0,Diesel,,2172.0,125.0,,11.8,202.0,280.0,,7.2

Vauxhall,Vectra GTS,,2.2 DTi 16V,2002.0,Diesel,,2172.0,125.0,,10.8,206.0,280.0,,6.0

Vauxhall,Vectra GTS,,3.0 V6 CDTi 24V Active Select,2002.0,Diesel,,2958.0,177.0,,9.5,223.0,370.0,,7.5

Vauxhall,Vectra GTS,,3.0 V6 CDTi 24V,2002.0,Diesel,,2958.0,177.0,,9.3,226.0,370.0,,7.1

Vauxhall,Vectra GTS,,Comfort 1.8 16V CVT,2004.0,Petrol,,1796.0,122.0,,,,167.0,,

Vauxhall,Vectra GTS,,Comfort 1.8 16V,2004.0,Petrol,,1796.0,122.0,,11.2,205.0,167.0,,7.6

Vauxhall,Vectra GTS,,Comfort 1.9 CDTI 16V Active Select,2004.0,Diesel,,1910.0,150.0,,10.0,210.0,315.0,,6.9

Vauxhall,Vectra GTS,,Comfort 1.9 CDTI 16V,2004.0,Diesel,,1910.0,150.0,,9.8,217.0,315.0,,5.9

Vauxhall,Vectra GTS,,Comfort 1.9 CDTI 8V,2004.0,Diesel,,1910.0,120.0,,11.5,200.0,280.0,,5.7

Vauxhall,Vectra GTS,,Comfort 2.0 DTi 16V,2004.0,Diesel,,1995.0,101.0,,13.0,192.0,230.0,,5.9

Vauxhall,Vectra GTS,,Comfort 2.2 DIG 16V Active Select,2004.0,Petrol,,2198.0,155.0,,10.5,212.0,220.0,,8.5

Vauxhall,Vectra GTS,,Comfort 2.2 DIG 16V,2004.0,Petrol,,2198.0,155.0,,9.6,218.0,220.0,,7.7

Vauxhall,Vectra GTS,,Cosmo 1.9 CDTi 16V 150HP Auto,2005.0,Diesel,,1910.0,150.0,,10.0,210.0,320.0,184.0,6.8

Vauxhall,Vectra GTS,,Cosmo 1.9 CDTi 16V 150HP,2005.0,Diesel,,1910.0,150.0,,9.8,217.0,320.0,154.0,5.7

Vauxhall,Vectra GTS,,Cosmo 1.9 CDTi 8V 120HP,2005.0,Diesel,,1910.0,120.0,,11.5,200.0,280.0,154.0,5.7

Vauxhall,Vectra GTS,,Cosmo 2.2 DIG 16V Auto,2005.0,Petrol,,2198.0,155.0,,10.5,210.0,220.0,192.0,8.0

Vauxhall,Vectra GTS,,Cosmo 2.2 DIG 16V,2005.0,Petrol,,2198.0,155.0,,9.5,218.0,220.0,182.0,7.6

Vauxhall,Vectra GTS,,Cosmo 2.8 Turbo 230HP Auto,2005.0,Petrol,,2792.0,230.0,,7.7,250.0,330.0,262.0,10.9

Vauxhall,Vectra GTS,,Cosmo 2.8 Turbo 230HP,2005.0,Petrol,,2792.0,230.0,,7.3,250.0,330.0,247.0,10.3

Vauxhall,Vectra GTS,,Cosmo 2.8 Turbo 250HP Auto,2005.0,Petrol,,2792.0,250.0,,7.3,250.0,350.0,262.0,10.9

Vauxhall,Vectra GTS,,Cosmo 2.8 Turbo 250HP,2005.0,Petrol,,2792.0,250.0,,6.9,255.0,350.0,247.0,10.3

Vauxhall,Vectra GTS,,Cosmo 3.0 V6 CDTi 184HP Auto,2005.0,Diesel,,2958.0,184.0,,9.5,226.0,400.0,192.0,7.1

Vauxhall,Vectra GTS,,Cosmo 3.0 V6 CDTi 184HP,2005.0,Diesel,,2958.0,184.0,,8.9,230.0,400.0,186.0,6.9

Vauxhall,Vectra GTS,,Design 1.8 16V CVT,2002.0,Petrol,,1796.0,122.0,,,,167.0,,

Vauxhall,Vectra GTS,,Design 1.8 16V,2004.0,Petrol,,1796.0,122.0,,11.2,205.0,167.0,,7.6

Vauxhall,Vectra GTS,,Design 1.9 CDTI 16V Active Select,2002.0,Diesel,,1910.0,150.0,,10.0,210.0,315.0,,6.9

Vauxhall,Vectra GTS,,Design 1.9 CDTI 16V,2002.0,Diesel,,1910.0,150.0,,9.8,217.0,315.0,,5.9

Vauxhall,Vectra GTS,,Design 1.9 CDTI 8V,2002.0,Diesel,,1910.0,120.0,,11.5,200.0,280.0,,5.7

Vauxhall,Vectra GTS,,Design 2.0 DTi 16V,2002.0,Diesel,,1995.0,101.0,,13.0,192.0,230.0,,5.9

Vauxhall,Vectra GTS,,Design 2.2 DIG 16V Active Select,2002.0,Petrol,,2198.0,155.0,,10.5,212.0,220.0,,8.5

Vauxhall,Vectra GTS,,Design 2.2 DIG 16V,2002.0,Petrol,,2198.0,155.0,,9.6,218.0,220.0,,7.7

Vauxhall,Vectra GTS,,Elegance 1.8 16V 140HP,2005.0,Petrol,,1796.0,140.0,,10.7,210.0,175.0,173.0,7.2

Vauxhall,Vectra GTS,,Elegance 1.8 16V,2005.0,Petrol,,1796.0,122.0,,11.2,205.0,167.0,,7.6

Vauxhall,Vectra GTS,,Elegance 1.9 CDTI 16V (17 Wheels),2002.0,Diesel,,1910.0,150.0,,9.8,217.0,315.0,,5.9

Vauxhall,Vectra GTS,,Elegance 1.9 CDTi 16V 150HP Auto,2005.0,Diesel,,1910.0,150.0,,10.0,210.0,320.0,184.0,6.8

Vauxhall,Vectra GTS,,Elegance 1.9 CDTi 16V 150HP,2005.0,Diesel,,1910.0,150.0,,9.8,217.0,320.0,154.0,5.7

Vauxhall,Vectra GTS,,Elegance 1.9 CDTI 16V Active Select (17 Wheels),2002.0,Diesel,,1910.0,150.0,,10.0,210.0,315.0,,6.9

Vauxhall,Vectra GTS,,Elegance 1.9 CDTI 16V Active Select,2002.0,Diesel,,1910.0,150.0,,10.0,210.0,315.0,,6.9

Vauxhall,Vectra GTS,,Elegance 1.9 CDTI 16V,2002.0,Diesel,,1910.0,150.0,,9.8,217.0,315.0,,5.9

Vauxhall,Vectra GTS,,Elegance 1.9 CDTI 8V (17 Wheels),2002.0,Diesel,,1910.0,120.0,,11.5,200.0,280.0,,5.7

Vauxhall,Vectra GTS,,Elegance 1.9 CDTi 8V 100HP,2005.0,Diesel,,1910.0,101.0,,13.3,186.0,260.0,154.0,5.7

Vauxhall,Vectra GTS,,Elegance 1.9 CDTi 8V 120HP,2005.0,Diesel,,1910.0,120.0,,11.5,200.0,280.0,154.0,5.7

Vauxhall,Vectra GTS,,Elegance 1.9 CDTI 8V,2002.0,Diesel,,1910.0,120.0,,11.5,200.0,280.0,,5.7

Vauxhall,Vectra GTS,,Elegance 2.0 Turbo,2005.0,Petrol,,1998.0,175.0,,9.1,230.0,265.0,206.0,8.6

Vauxhall,Vectra GTS,,Elegance 2.2 DIG 16V Active Select,2002.0,Petrol,,2198.0,155.0,,10.5,212.0,220.0,,8.5

Vauxhall,Vectra GTS,,Elegance 2.2 DIG 16V Auto,2005.0,Petrol,,2198.0,155.0,,10.5,210.0,220.0,192.0,8.0

Vauxhall,Vectra GTS,,Elegance 2.2 DIG 16V,2005.0,Petrol,,2198.0,155.0,,9.5,218.0,220.0,182.0,7.6

Vauxhall,Vectra GTS,,Elegance 2.2 DTi 16V Active Select,2002.0,Diesel,,2172.0,125.0,,11.8,202.0,280.0,,7.2

Vauxhall,Vectra GTS,,Elegance 2.2 DTi 16V,2002.0,Diesel,,2172.0,125.0,,10.8,206.0,280.0,,6.0

Vauxhall,Vectra GTS,,Elegance 3.0 V6 CDTi 24V (17 Wheels),2002.0,Diesel,,2958.0,177.0,,9.3,226.0,370.0,,7.1

Vauxhall,Vectra GTS,,Elegance 3.0 V6 CDTi 24V Active Select (17 Wheels),2002.0,Diesel,,2958.0,177.0,,9.5,223.0,370.0,,7.5

Vauxhall,Vectra GTS,,Elegance 3.0 V6 CDTi 24V Active Select,2002.0,Diesel,,2958.0,177.0,,9.5,223.0,370.0,,7.5

Vauxhall,Vectra GTS,,Elegance 3.0 V6 CDTi 24V,2002.0,Diesel,,2958.0,177.0,,9.3,226.0,370.0,,7.1

Vauxhall,Vectra GTS,,Elegance 3.2 V6 24V Active Select,2002.0,Petrol,,3175.0,211.0,,8.0,246.0,300.0,,10.4

Vauxhall,Vectra GTS,,Elegance 3.2 V6 24V,2002.0,Petrol,,3175.0,211.0,,7.5,248.0,300.0,,9.8

Vauxhall,Vectra GTS,,Essentia 1.8 16V 140HP,2005.0,Petrol,,1796.0,140.0,,10.7,210.0,175.0,173.0,7.2

Vauxhall,Vectra GTS,,Essentia 1.8 16V CVT,2004.0,Petrol,,1796.0,122.0,,,,167.0,,

Vauxhall,Vectra GTS,,Essentia 1.8 16V,2005.0,Petrol,,1796.0,122.0,,11.2,205.0,167.0,,7.6

Vauxhall,Vectra GTS,,Essentia 1.9 CDTi 8V 100HP,2005.0,Diesel,,1910.0,101.0,,13.3,186.0,260.0,154.0,5.7

Vauxhall,Vectra GTS,,Essentia 1.9 CDTi 8V 120HP,2005.0,Diesel,,1910.0,120.0,,11.5,200.0,280.0,154.0,5.7

Vauxhall,Vectra GTS,,Essentia 1.9 CDTI 8V,2004.0,Diesel,,1910.0,120.0,,11.5,200.0,280.0,,5.7

Vauxhall,Vectra GTS,,Essentia 2.0 DTi 16V,2004.0,Diesel,,1995.0,101.0,,13.0,192.0,230.0,,5.9

Vauxhall,Vectra GTS,,OPC 2.8 V6 Turbo 255HP,2006.0,Petrol,,2792.0,256.0,,6.7,260.0,355.0,,10.4

Vauxhall,Vectra GTS,,OPC 2.8 V6 Turbo 280HP,2006.0,Petrol,,2792.0,279.0,,6.3,250.0,355.0,250.0,10.4

Vauxhall,Vectra GTS,,Sport 1.8 16V 140HP,2005.0,Petrol,,1796.0,140.0,,10.7,210.0,175.0,173.0,7.2

Vauxhall,Vectra GTS,,Sport 1.8 16V,2005.0,Petrol,,1796.0,122.0,,11.2,205.0,167.0,,7.6

Vauxhall,Vectra GTS,,Sport 1.9 CDTi 16V 150HP Auto,2005.0,Diesel,,1910.0,150.0,,10.0,210.0,320.0,184.0,6.8

Vauxhall,Vectra GTS,,Sport 1.9 CDTi 16V 150HP,2005.0,Diesel,,1910.0,150.0,,9.8,217.0,320.0,154.0,5.7

Vauxhall,Vectra GTS,,Sport 1.9 CDTi 8V 120HP,2005.0,Diesel,,1910.0,120.0,,11.5,200.0,280.0,154.0,5.7

Vauxhall,Vectra GTS,,Sport 2.0 Turbo,2005.0,Petrol,,1998.0,175.0,,9.1,230.0,265.0,206.0,8.6

Vauxhall,Vectra GTS,,Sport 3.0 V6 CDTi 184HP Auto,2005.0,Diesel,,2958.0,184.0,,9.5,226.0,400.0,192.0,7.1

Vauxhall,Vectra GTS,,Sport 3.0 V6 CDTi 184HP,2005.0,Diesel,,2958.0,184.0,,8.9,230.0,400.0,186.0,6.9

Renault,Vel Satis,Vel Satis Phase 1,Expression 2.0 16v Turbo,2002.0,Petrol,,1998.0,163.0,,9.6,210.0,270.0,225.0,9.4

Renault,Vel Satis,Vel Satis Phase 1,Expression 2.2 dCi 16v,2002.0,Diesel,,2188.0,150.0,,10.9,200.0,320.0,188.0,7.1

Renault,Vel Satis,Vel Satis Phase 1,Initiale 3.0 dCi V6 24v Automatic,2002.0,Diesel,,2959.0,177.0,,10.5,210.0,350.0,,8.7

Renault,Vel Satis,Vel Satis Phase 1,Initiale 3.5 V6 24v Automatic,2002.0,Petrol,,3498.0,241.0,,8.3,235.0,330.0,,11.5

Renault,Vel Satis,Vel Satis Phase 1,Privilege 2.0 16v Turbo Automatic,2002.0,Petrol,,1998.0,163.0,,10.2,205.0,250.0,,10.2

Renault,Vel Satis,Vel Satis Phase 1,Privilege 2.0 16v Turbo,2002.0,Petrol,,1998.0,163.0,,9.6,210.0,250.0,,9.4

Renault,Vel Satis,Vel Satis Phase 1,Privilege 2.2 dCi 16v Automatic,2002.0,Diesel,,2188.0,150.0,,12.7,193.0,320.0,,8.4

Renault,Vel Satis,Vel Satis Phase 1,Privilege 2.2 dCi 16v,2002.0,Diesel,,2188.0,150.0,,10.9,200.0,320.0,,7.1

Renault,Vel Satis,Vel Satis Phase 1,Privilege 3.0 dCi V6 24v Automatic,2002.0,Diesel,,2958.0,177.0,,10.5,210.0,350.0,232.0,8.7

Renault,Vel Satis,Vel Satis Phase 1,Privilege 3.5 V6 24v Automatic,2001.0,Petrol,,3498.0,241.0,,8.3,235.0,330.0,275.0,11.5

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 2.0 dCi 150HP,2005.0,Diesel,,1995.0,150.0,,10.3,200.0,340.0,194.0,7.3

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 2.0 dCi 175HP,2005.0,Petrol,,1995.0,173.0,,9.5,211.0,360.0,194.0,7.3

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 2.0 Turbo Automatic,2005.0,Petrol,,1998.0,170.0,,10.0,206.0,270.0,237.0,9.9

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 2.0 Turbo,2005.0,Petrol,,1998.0,170.0,,9.4,211.0,270.0,225.0,9.4

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 2.2 dCi 140HP Automatic,2005.0,Diesel,,2188.0,139.0,,12.7,193.0,320.0,225.0,8.4

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 2.2 dCi 140HP,2005.0,Diesel,,2188.0,139.0,,11.1,194.0,320.0,204.0,7.7

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 2.2 dCi 150HP Automatic,2005.0,Diesel,,2188.0,150.0,,12.7,193.0,320.0,,8.4

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 2.2 dCi 150HP,2005.0,Diesel,,2188.0,150.0,,10.9,200.0,320.0,,7.2

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 3.0 dCi V6 180HP Automatic,2005.0,Diesel,,2958.0,181.0,,10.5,212.0,400.0,232.0,8.7

Renault,Vel Satis,Vel Satis Phase 2,Grand Confort 3.5 V6 24v Automatic,2005.0,Petrol,,3498.0,241.0,,8.3,235.0,330.0,275.0,11.5

Renault,Vel Satis,Vel Satis Phase 2,Initiale 2.0 dCi 150HP,2005.0,Diesel,,2188.0,139.0,,10.3,200.0,320.0,194.0,7.3

Renault,Vel Satis,Vel Satis Phase 2,Initiale 2.0 dCi 175HP,2005.0,Diesel,,1995.0,173.0,,9.5,211.0,360.0,194.0,7.3

Renault,Vel Satis,Vel Satis Phase 2,Initiale 2.2 dCi 140HP Automatic,2005.0,Diesel,,2188.0,139.0,,12.7,193.0,320.0,225.0,8.4

Renault,Vel Satis,Vel Satis Phase 2,Initiale 2.2 dCi 140HP,2005.0,Diesel,,2188.0,139.0,,11.1,194.0,320.0,204.0,7.7

Renault,Vel Satis,Vel Satis Phase 2,Initiale 2.2 dCi 150HP Automatic,2005.0,Diesel,,2188.0,150.0,,12.7,193.0,320.0,,8.4

Renault,Vel Satis,Vel Satis Phase 2,Initiale 2.2 dCi 150HP,2005.0,Diesel,,2188.0,150.0,,10.9,200.0,320.0,,7.2

Renault,Vel Satis,Vel Satis Phase 2,Initiale 3.0 dCi V6 180HP Automatic,2005.0,Diesel,,2959.0,177.0,,10.5,210.0,350.0,232.0,8.7

Renault,Vel Satis,Vel Satis Phase 2,Initiale 3.5 V6 24v Automatic,2005.0,Petrol,,3498.0,241.0,,8.3,235.0,330.0,275.0,11.5

Hyundai,Veloster,,1.6 GDI Sport DCT,2011.0,Petrol,,1591.0,140.0,,10.3,200.0,167.0,145.0,6.4

Hyundai,Veloster,,1.6 GDI Sport S DCT,2011.0,Petrol,,1591.0,140.0,,10.3,200.0,167.0,145.0,6.4

Hyundai,Veloster,,1.6 GDI Sport S Stop&Go,2011.0,Petrol,,1591.0,140.0,,9.7,201.0,167.0,137.0,5.9

Hyundai,Veloster,,1.6 GDI Sport,2011.0,Petrol,,1591.0,140.0,,9.7,201.0,167.0,148.0,6.5

Hyundai,Veloster,,1.6 GDI,2011.0,Petrol,,1591.0,140.0,,9.7,201.0,167.0,148.0,6.5

Hyundai,Veloster,,1.6 TDGI 186HP Auto,2013.0,Petrol,,1591.0,186.0,,8.1,214.0,265.0,174.0,7.7

Hyundai,Veloster,,1.6 TDGI 186HP,2013.0,Petrol,,1591.0,186.0,,8.4,214.0,265.0,157.0,6.9

Hyundai,Veloster,,Turbo,2012.0,Petrol,,1591.0,201.0,,,,264.0,173.0,7.6

Vauxhall,Velox (PB),,Vauxhall Velox (PB),1962.0,Petrol,,2651.0,96.0,,,,,,

Vauxhall,Velox/Wyvern (L-Type),,Vauxhall Velox/Wyvern (L-Type),1951.0,Petrol,,2276.0,56.0,,,,,,

Lamborghini,Veneno,,Lamborghini Veneno,2013.0,Petrol,,6498.0,751.0,,2.8,355.0,690.0,250.0,

Lamborghini,Veneno,,Roadster,2013.0,Petrol,,6498.0,750.0,,2.9,355.0,690.0,250.0,

Kia,Venga,Venga,1.4 90HP Eco-Dynamics,2009.0,Petrol,,1397.0,90.0,,12.8,168.0,137.0,136.0,5.9

Kia,Venga,Venga,1.4 CRDi 75HP,2009.0,Diesel,,1396.0,75.0,,17.4,157.0,220.0,125.0,4.8

Kia,Venga,Venga,1.4 CRDi 90HP,,Diesel,,1396.0,90.0,,14.5,167.0,220.0,124.0,4.7

Kia,Venga,Venga,1.4 CRDi WGT 75HP Concept,2010.0,Diesel,,1396.0,75.0,,17.4,157.0,220.0,118.0,4.5

Kia,Venga,Venga,1.4 CRDi WGT 90HP Concept,2010.0,Diesel,,1396.0,90.0,,14.5,167.0,220.0,117.0,4.5

Kia,Venga,Venga,1.4 CRDi WGT 90HP Drive,2010.0,Diesel,,1396.0,90.0,,14.5,167.0,220.0,117.0,4.5

Kia,Venga,Venga,1.4 CVVT Basic,2010.0,Petrol,,1397.0,90.0,,12.8,168.0,137.0,147.0,6.2

Kia,Venga,Venga,1.4 CVVT Concept,2010.0,Petrol,,1397.0,90.0,,12.8,168.0,137.0,147.0,6.2

Kia,Venga,Venga,1.4HPVT Basic,2014.0,Petrol,,1397.0,90.0,,12.9,167.0,137.0,140.0,6.0

Kia,Venga,Venga,1.4HPVT Concept,2014.0,Petrol,,1397.0,90.0,,12.8,168.0,137.0,140.0,6.0

Kia,Venga,Venga,1.4HPVT Drive,2014.0,Petrol,,1397.0,90.0,,12.8,168.0,137.0,140.0,6.0

Kia,Venga,Venga,1.6 CRDi 128HP,,Diesel,,1582.0,128.0,,11.1,185.0,260.0,129.0,4.9

Kia,Venga,Venga,1.6 CRDi VGT 115HP Concept Eco-Dynamics,2014.0,Diesel,,1582.0,116.0,,11.5,182.0,260.0,117.0,4.4

Kia,Venga,Venga,1.6 CRDi VGT 116HP Drive,2010.0,Diesel,,1582.0,116.0,,11.5,182.0,260.0,117.0,4.4

Kia,Venga,Venga,1.6 CRDi VGT 128HP Drive Eco-Dynamics,2014.0,Diesel,,1582.0,128.0,,11.1,185.0,260.0,117.0,4.4

Kia,Venga,Venga,1.6 CRDi VGT 128HP Emotion Eco-Dynamics,2014.0,Diesel,,1582.0,128.0,,11.1,185.0,260.0,117.0,4.4

Kia,Venga,Venga,1.6 CRDi VGT 128HP Emotion,2010.0,Diesel,,1582.0,128.0,,11.1,185.0,260.0,119.0,4.5

Volkswagen,Jetta,Vento / Jetta 3,1.4,1995.0,Petrol,,1390.0,60.0,,16.7,157.0,116.0,,6.6

Volkswagen,Jetta,Vento / Jetta 3,1.6,1995.0,Petrol,,1598.0,75.0,,14.2,170.0,135.0,,6.8

Volkswagen,Jetta,Vento / Jetta 3,1.8 75,1992.0,Petrol,,1781.0,75.0,,18.2,164.0,140.0,237.0,9.5

